PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
4YAA,1.1,HYDROLASE,N,0.129,0.140,T,Y,A,282,17-FEB-15,NA
4YAP,1.1,TRANSFERASE,N,0.169,0.182,T,Y,A,262,17-FEB-15,NA
4YEC,1.1,UNKNOWNFUNCTION/INHIBITOR,N,0.159,0.191,T,Y,A,357,24-FEB-15,NA
4YG0,1.3,VIRALPROTEIN,N,0.172,0.199,T,Y,A,164,25-FEB-15,NA
4YI8,1.2,CALCIUMBINDINGPROTEIN,N,0.122,0.140,T,Y,A,191,28-FEB-15,NA
4YMY,1,TRANSPORTPROTEIN,N,0.124,0.136,T,Y,A,153,08-MAR-15,NA
4YSI,1,HYDROLASE/PEPTIDE,N,0.154,0.160,F,Y,A,146,17-MAR-15,NA
4YTK,1.1,TRANSCRIPTION,N,0.183,0.199,T,Y,A,116,17-MAR-15,NA
4YUD,1.3,RNABINDINGPROTEIN,N,0.149,0.194,T,Y,A,87,18-MAR-15,NA
4YYU,1.2,HYDROLASE,N,0.140,0.157,T,Y,A,220,24-MAR-15,NA
4Z0N,1.3,TRANSCRIPTION,N,0.140,0.165,T,Y,A,301,26-MAR-15,NA
4Z0W,1.1,ANTIBIOTIC,N,NULL,0.121,T,Y,AB,19,26-MAR-15,NA
4Z2O,1.2,BIOTINBINDINGPROTEIN,N,0.140,0.166,T,Y,A,138,30-MAR-15,NA
4Z65,1.3,HYDROLASE,N,0.160,0.180,T,Y,A,304,03-APR-15,NA
4ZA9,1,LYASE,Y,0.131,0.145,T,Y,A,497,13-APR-15,NA
4ZBG,1.3,TRANSFERASE,N,0.143,0.163,T,Y,A,154,14-APR-15,NA
4ZGF,1,UNKNOWNFUNCTION,N,0.117,0.137,T,Y,A,140,22-APR-15,NA
4ZHB,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.128,0.159,T,Y,A,107,24-APR-15,NA
4ZJU,1.2,OXIDOREDUCTASE,N,0.125,0.142,T,Y,A,260,29-APR-15,NA
4ZVF,1.1,SIGNALINGPROTEIN,N,0.139,0.165,T,Y,A,164,18-MAY-15,NA
4ZX2,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.163,0.175,T,Y,A,325,20-MAY-15,NA
5A0N,1.3,CELLADHESION,N,0.121,0.151,T,Y,A,214,21-APR-15,NA
5A1I,1.1,TRANSFERASE,Y,0.105,0.124,T,Y,A,381,30-APR-15,NA
5A3Y,1.3,HYDROLASE,N,0.145,0.166,T,Y,A,316,04-JUN-15,NA
5A67,1.3,HYDROLASE,Y,0.142,0.175,T,Y,A,206,24-JUN-15,NA
5A6M,1.2,HYDROLASE,N,0.116,0.135,T,Y,A,389,30-JUN-15,NA
5A8C,0.97,HYDROLASE,N,0.104,0.124,T,Y,A,299,14-JUL-15,NA
5ACH,1.3,OXIDOREDUCTASE,N,0.119,0.147,T,Y,A,234,17-AUG-15,NA
5AE0,1,HYDROLASE,N,0.128,0.156,T,Y,A,217,25-AUG-15,NA
5AFY,1.1,BLOODCLOTTING,Y,0.123,0.138,T,Y,H,254,27-JAN-15,NA
5AGR,1.3,LIGASE,N,0.171,0.197,T,Y,A,190,03-FEB-15,NA
5AH1,1.2,HYDROLASE,N,0.130,0.149,T,Y,A,428,04-FEB-15,NA
5AJG,1.1,FLUORESCENTPROTEIN,N,0.14693,0.16806,T,Y,A,301,24-FEB-15,NA
5AKR,0.87,OXIDOREDUCTASE,N,0.10984,0.12714,T,Y,A,337,05-MAR-15,NA
5AL6,0.8,STRUCTURALPROTEIN,N,0.107,0.116,T,Y,A,44,06-MAR-15,NA
5AOG,1.3,OXIDOREDUCTASE,N,0.13728,0.15931,T,Y,A,307,10-SEP-15,NA
5AOT,1,SUGARBINDINGPROTEN,N,0.165,0.170,T,Y,A,102,11-SEP-15,NA
5AOU,1.1,LYASE,N,NULL,0.219,T,Y,A,241,11-SEP-15,NA
5AOZ,1.1,SUGARBINDINGPROTEIN,N,0.11960,0.14243,T,Y,A,138,14-SEP-15,NA
5AR6,1.3,HYDROLASE,N,0.12613,0.15272,T,Y,A,122,24-SEP-15,NA
5AUL,1.1,SIGNALINGPROTEIN,Y,0.139,0.160,T,Y,A,113,28-APR-15,NA
5AVD,0.86,ISOMERASE,N,0.129,0.140,T,Y,A,240,15-JUN-15,NA
5AWL,1.1,DENOVOPROTEIN,N,NULL,0.119,F,Y,A,10,05-JUL-15,NA
5AXE,0.95,DNA,N,0.126,0.144,T,Y,AB,18,28-JUL-15,NA
5AXF,1.1,DNA,N,0.131,0.145,T,Y,AB,18,28-JUL-15,NA
5AY2,1.3,RNA,N,0.174,0.189,F,Y,ABCD,44,06-AUG-15,NA
5AY3,1.2,RNA,N,0.184,0.199,T,Y,AB,22,06-AUG-15,NA
5B1R,1.2,IMMUNESYSTEM,N,0.129,0.148,T,Y,A,116,15-DEC-15,NA
5B4T,1.2,OXIDOREDUCTASE,N,0.158,0.173,T,Y,A,260,19-APR-16,NA
5B51,1.3,TRANSPORTPROTEIN,N,0.163,0.181,T,Y,A,324,20-APR-16,NA
5B5H,1,ANTIFREEZEPROTEIN,N,0.121,0.136,T,Y,A,223,06-MAY-16,NA
5B8D,1.1,HYDROLASE,N,0.129,0.146,T,Y,A,100,14-JUN-16,NA
5BMN,1.3,ISOMERASE,N,0.166,0.187,F,Y,A,447,22-MAY-15,NA
5BTY,1.1,UNKNOWNFUNCTION,N,0.171,0.192,T,Y,A,133,03-JUN-15,NA
5BY5,1.2,LYASE,N,0.125,0.149,T,Y,A,115,10-JUN-15,NA
5BYK,1.3,TRANSFERASE,N,0.152,0.171,T,Y,A,253,10-JUN-15,NA
5C17,1.2,LYASE,N,0.143,0.161,T,Y,A,206,13-JUN-15,NA
5C4M,1.3,SIGNALINGPROTEIN,N,0.171,0.200,T,Y,A,179,18-JUN-15,NA
5C5G,1.2,HYDROLASE,N,0.150,0.166,F,Y,A,251,19-JUN-15,NA
5C5W,1.3,RNA,N,0.180,0.188,T,Y,NA,19,22-JUN-15,NA
5C7H,1.3,OXIDOREDUCTASE,N,0.117,0.140,T,Y,A,281,24-JUN-15,NA
5CFJ,1.3,HYDROLASE,N,0.171,0.193,T,Y,NA,140,08-JUL-15,NA
5CGQ,1.2,LYASE/LYASEINHIBITOR,N,0.141,0.161,T,Y,A,658,09-JUL-15,NA
5CKL,0.99,TRANSFERASE,N,0.113,0.125,T,Y,A,181,15-JUL-15,NA
5CTA,1.2,HYDROLASE,N,0.110,0.135,T,Y,A,179,23-JUL-15,NA
5CVW,1.3,TOXIN,N,0.140,0.166,T,Y,A,150,27-JUL-15,NA
5CWG,1.2,DENOVOPROTEIN,N,0.136,0.167,T,Y,A,195,28-JUL-15,NA
5CWH,1.3,DENOVOPROTEIN,N,0.162,0.185,T,Y,A,159,28-JUL-15,NA
5D78,1.3,RNABINDINGPROTEIN,N,0.139,0.177,F,Y,A,80,13-AUG-15,NA
5D7W,1.1,HYDROLASE,N,0.176,0.186,T,Y,A,469,14-AUG-15,NA
5D8T,1.2,RNA,N,0.121,0.157,F,Y,AB,12,17-AUG-15,NA
5D8V,0.48,METALBINDINGPROTEIN,N,0.072,0.078,T,Y,A,83,18-AUG-15,NA
5D99,0.97,RNA,N,0.105,0.120,T,Y,NA,26,18-AUG-15,NA
5D9E,0.86,UNKNOWNFUNCTION,N,0.099,0.107,T,Y,A,19,18-AUG-15,NA
5DA6,1.1,RNA,N,0.130,0.157,T,Y,A,32,19-AUG-15,NA
5DGJ,1,HYDROLASE/HYDROLASEINHIBITOR,Y,0.143,0.154,T,Y,A,168,27-AUG-15,NA
5DHD,1.3,HYDROLASE,N,0.195,0.195,T,Y,A,98,30-AUG-15,NA
5DIC,1.2,ODORANT-BINDINGPROTEIN,N,0.133,0.168,F,Y,A,115,31-AUG-15,NA
5DNU,1.2,HYDROLASE,Y,0.141,0.155,T,Y,A,267,10-SEP-15,NA
5DO5,1.2,RNA,N,NULL,0.230,T,Y,A,10,10-SEP-15,NA
5DP2,0.96,OXIDOREDUCTASE,N,0.117,0.131,T,Y,A,335,12-SEP-15,NA
5DZE,0.97,HYDROLASE,N,0.123,0.137,T,Y,A,199,25-SEP-15,NA
5E1N,1,METALBINDINGPROTEIN,N,0.135,0.150,T,Y,A,137,29-SEP-15,NA
5E5V,1.2,DENOVOPROTEINMEMBRANEPROTEIN,N,0.176,0.206,F,Y,NA,14,09-OCT-15,NA
5E7B,1.1,IMMUNESYSTEM,N,0.160,0.189,T,Y,A,126,12-OCT-15,NA
5E9P,1.2,HYDROLASE,N,0.107,0.125,T,Y,NA,86,15-OCT-15,NA
5EBI,1.1,DNA/RNACHIMERA,Y,0.114,0.169,T,Y,ABCDEFGH,48,19-OCT-15,NA
5EM0,1.1,ALLERGEN,N,0.167,0.190,T,Y,A,133,05-NOV-15,NA
5EMB,0.85,PROTEINTRANSPORT,N,0.124,0.136,T,Y,A,102,06-NOV-15,NA
5EME,1.1,RNA,Y,0.141,0.177,T,Y,A,8,06-NOV-15,NA
5EMF,1.1,RNA,N,0.124,0.153,T,Y,A,8,06-NOV-15,NA
5EMG,1.1,BIOSYNTHETICPROTEIN,N,0.164,0.193,F,Y,ABCD,0,06-NOV-15,NA
5EMI,1.1,HYDROLASE,N,0.135,0.146,T,Y,A,180,06-NOV-15,NA
5EQ0,1.2,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.158,0.186,T,Y,A,58,12-NOV-15,NA
5EQ7,1.2,BIOSYNTHETICPROTEIN,N,0.111,0.140,T,Y,A,257,12-NOV-15,NA
5EWO,0.95,VIRALPROTEIN,N,0.132,0.143,T,Y,A,214,20-NOV-15,NA
5EXH,1.3,OXIDOREDUCTASE/DNA,Y,0.169,0.187,T,Y,AB,67,23-NOV-15,NA
5EYN,1.3,TRANSFERASE,N,0.143,0.169,T,Y,A,306,25-NOV-15,NA
5F68,1.2,CIRCADIANCLOCKPROTEIN,N,0.181,0.196,F,Y,A,103,05-DEC-15,NA
5F6E,1.1,LIGASE,N,0.155,0.170,T,Y,A,156,05-DEC-15,NA
5FA8,1.3,TRANSFERASE,Y,0.185,0.212,F,Y,A,152,11-DEC-15,NA
5FAF,1.1,STRUCTURALPROTEIN,N,0.132,0.168,T,Y,A,113,11-DEC-15,NA
5FBF,1,HYDROLASE,Y,0.113,0.135,T,Y,A,267,14-DEC-15,NA
5FEW,1.2,OXIDOREDUCTASE,Y,0.111,0.132,T,Y,A,346,17-DEC-15,NA
5FG6,1.1,TRANSCRIPTION,Y,0.182,0.197,T,Y,A,118,20-DEC-15,NA
5FSV,1.2,HYDROLASE,N,0.14465,0.15993,T,Y,A,232,08-JAN-16,NA
5G38,1.1,PHOTOSYNTHESIS,N,0.159,0.184,T,Y,A,172,24-APR-16,NA
5G3Y,1.2,TRANSFERASE,N,0.132,0.150,T,Y,A,213,03-MAY-16,NA
5G5C,1.2,STRUCTURALPROTEIN,N,0.179,0.192,T,Y,A,261,23-MAY-16,NA
5GGB,1.1,HYDROLASE,Y,0.161,0.185,T,Y,A,290,15-JUN-16,NA
5GI7,1.2,TRANSFERASE,N,0.148,0.170,F,Y,A,210,22-JUN-16,NA
5GJI,0.9,SIGNALINGPROTEIN,Y,0.127,0.145,T,Y,A,114,30-JUN-16,NA
5GQI,1.3,VIRALPROTEIN,N,0.144,0.169,T,Y,A,246,07-AUG-16,NA
5GSK,1.1,DNA,Y,0.144,0.156,F,Y,A,8,16-AUG-16,NA
5GTQ,1.1,HYDROLASE,N,0.120,0.139,T,Y,A,307,23-AUG-16,NA
5GUI,1.2,CHAPERONE,N,NULL,0.167,T,Y,A,148,29-AUG-16,NA
5GV8,0.78,OXIDOREDUCTASE,N,NULL,0.140,T,Y,A,272,03-SEP-16,NA
5GZC,1.1,SUGARBINDINGPROTEIN,N,0.157,0.163,T,Y,A,152,28-SEP-16,NA
5H5Q,1.1,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR09-NOV-16,Y,0.164,0.184,T,Y,NA,177,5H5Q,NA
5H7T,1.2,HYDROLASE,N,0.147,0.164,T,Y,A,205,21-NOV-16,NA
5H9N,1.3,TRANSPORTPROTEIN,Y,0.163,0.187,T,Y,A,154,28-DEC-15,NA
5HB7,0.82,TRANSPORTPROTEIN,N,0.119,0.132,T,Y,A,125,31-DEC-15,NA
5HBS,0.89,RETINOL-BINDINGPROTEIN,N,0.125,0.133,T,Y,A,139,02-JAN-16,NA
5HBY,1.2,RNA,Y,0.154,0.166,F,Y,NA,9,03-JAN-16,NA
5HJ9,1.3,HYDROLASE,Y,0.151,0.159,T,Y,A,311,13-JAN-16,NA
5HKO,1.2,SOLUTE-BINDINGPROTEIN,N,0.157,0.178,T,Y,NA,314,14-JAN-16,NA
5HNJ,1.2,RNA,N,0.135,0.155,F,Y,ABCDEF,42,18-JAN-16,NA
5HSG,1.3,TRANSPORTPROTEIN,N,0.151,0.174,T,Y,NA,280,25-JAN-16,NA
5HUA,1.3,ISOMERASE,Y,0.154,0.164,F,Y,A,113,27-JAN-16,NA
5HUB,1.1,ISOMERASE,N,0.175,0.220,T,Y,A,79,27-JAN-16,NA
5I29,1.2,PROTEINBINDING/INHIBITOR,N,0.198,0.217,T,Y,A,139,08-FEB-16,NA
5I32,1.2,MEMBRANEPROTEIN,N,0.104,0.115,T,Y,A,238,09-FEB-16,NA
5I39,1.2,OXIDOREDUCTASE,N,0.142,0.157,T,Y,A,375,10-FEB-16,NA
5I6A,0.81,STRUCTURALPROTEIN,N,0.062,0.077,F,Y,AB,18,16-FEB-16,NA
5I8F,1.3,PLANTPROTEIN,Y,NULL,0.153,T,Y,A,164,18-FEB-16,NA
5IBQ,1.2,SOLUTE-BINDINGPROTEIN,N,0.151,0.164,T,Y,A,287,22-FEB-16,NA
5IG6,0.91,TRANSCRIPTION,N,0.126,0.143,T,Y,A,115,27-FEB-16,NA
5IGI,1.2,TRANSFERASE/ANTIBIOTIC,Y,0.161,0.163,T,Y,A,300,28-FEB-16,NA
5IHS,1.1,HYDROLASE,N,0.118,0.132,T,Y,A,306,29-FEB-16,NA
5IHV,1.1,HYDROLASE,N,0.137,0.167,T,Y,A,261,29-FEB-16,NA
5IHW,1.3,MEMBRANEPROTEIN,N,0.144,0.176,T,Y,A,314,29-FEB-16,NA
5II6,0.95,CELLADHESION,N,0.128,0.145,T,Y,A,100,01-MAR-16,NA
5II8,0.99,CELLADHESION,N,0.167,0.191,T,Y,A,131,01-MAR-16,NA
5IK4,1.3,STRUCTURALPROTEIN,N,0.160,0.182,T,Y,A,379,03-MAR-16,NA
5ILU,1.1,DNABINDINGPROTEIN,N,0.174,0.194,T,Y,A,97,04-MAR-16,NA
5INB,1.3,HYDROLASE/PROTEINBINDING,Y,0.133,0.153,T,Y,NA,326,07-MAR-16,NA
5IVN,1,PEPTIDEBINDINGPROTEIN,Y,0.129,0.150,T,Y,A,133,21-MAR-16,NA
5IWH,1.1,HYDROLASE,N,0.140,0.169,T,Y,A,97,22-MAR-16,NA
5IWU,1.3,TRANSFERASE/ANTIBIOTIC,Y,0.159,0.171,T,Y,A,299,22-MAR-16,NA
5J1N,1.1,TRANSFERASE,N,0.162,0.179,T,Y,A,171,29-MAR-16,NA
5J4L,1.1,HYDROLASE,N,0.125,0.145,T,Y,A,226,01-APR-16,NA
5J4U,1.2,TRANSFERASE,N,0.170,0.181,F,Y,A,218,01-APR-16,NA
5J6Y,1,CELLADHESION,N,0.156,0.164,T,Y,A,188,05-APR-16,NA
5J80,1.2,CHAPERONE,N,0.180,0.191,T,Y,A,208,07-APR-16,NA
5J93,1.1,OXIDOREDUCTASE,N,0.130,0.143,T,Y,A,171,08-APR-16,NA
5JB9,1.3,HYDROLASE,Y,0.152,0.176,T,Y,E,278,13-APR-16,NA
5JDK,1,DNABINDINGPROTEIN,N,0.170,0.179,T,Y,A,104,17-APR-16,NA
5JDT,1,HYDROLASE,N,0.115,0.130,T,Y,A,164,17-APR-16,NA
5JEU,0.97,DNA,N,0.113,0.127,T,Y,A,10,19-APR-16,NA
5JEV,0.99,DNA,N,0.124,0.141,T,Y,A,10,19-APR-16,NA
5JH8,1,HYDROLASE,N,0.131,0.148,T,Y,A,304,20-APR-16,NA
5JIG,1,HYDROLASE,N,0.143,0.167,T,Y,NA,118,22-APR-16,NA
5JJ2,1.3,HYDROLASE,N,0.162,0.180,T,Y,A,211,22-APR-16,NA
5JK4,1.1,TRANSPORTPROTEIN,N,0.103,0.125,T,Y,A,372,25-APR-16,NA
5JQN,1.2,HYDROLASE,N,0.175,0.183,T,Y,A,254,05-MAY-16,NA
5JRY,1.2,OXIDOREDUCTASE,N,0.113,0.130,T,Y,A,477,06-MAY-16,NA
5JSK,0.95,OXIDOREDUCTASE,N,0.111,0.120,T,Y,A,765,08-MAY-16,NA
5JUG,0.96,HYDROLASE,N,0.123,0.141,T,Y,A,168,10-MAY-16,NA
5JXM,1.1,TRANSFERASE,N,0.179,0.211,T,Y,A,356,13-MAY-16,NA
5JZQ,0.78,DNA,N,0.138,0.143,T,Y,AB,12,17-MAY-16,NA
5K2E,1,PROTEINFIBRIL,N,0.156,0.194,F,Y,NA,6,18-MAY-16,NA
5K2F,1,PROTEINFIBRIL,N,0.222,0.242,F,Y,NA,6,18-MAY-16,NA
5K2G,1.1,PROTEINFIBRIL,N,0.190,0.224,F,Y,NA,7,18-MAY-16,NA
5K2H,1.1,PROTEINFIBRIL,N,0.178,0.186,F,Y,NA,7,18-MAY-16,NA
5K2L,1.2,HYDROLASE,N,0.141,0.180,T,Y,A,49,19-MAY-16,NA
5K34,1.1,PROTEINBINDING,N,0.174,0.191,T,Y,A,113,19-MAY-16,NA
5K7N,1.1,PROTEINFIBRIL,N,0.211,0.223,F,Y,Z,6,26-MAY-16,NA
5K8H,1.1,RNA,N,0.106,0.108,T,Y,A,2,30-MAY-16,NA
5K9B,1.2,ELECTRONTRANSPORT,N,0.150,0.168,T,Y,A,179,31-MAY-16,NA
5KAR,1.1,HYDROLASE,N,0.136,0.152,T,Y,A,412,02-JUN-16,NA
5KLA,1.1,RNA-BINDINGPROTEIN/RNA,N,0.162,0.174,T,Y,A,345,23-JUN-16,NA
5KWM,0.78,HYDROLASE,N,0.129,0.137,T,Y,A,222,18-JUL-16,NA
5L00,1.3,RNA,N,0.210,0.239,F,Y,NA,44,26-JUL-16,NA
5L0N,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.168,0.182,T,Y,A,127,27-JUL-16,NA
5L4L,1.2,OXIDOREDUCTASE,Y,0.127,0.149,T,Y,A,278,25-MAY-16,NA
5L77,1.2,HYDROLASE,N,0.131,0.160,T,Y,A,458,02-JUN-16,NA
5L87,0.87,MEMBRANEPROTEIN,N,0.130,0.145,T,Y,A,62,07-JUN-16,NA
5LDG,1.3,OXIDOREDUCTASE,Y,0.120,0.146,T,Y,A,310,26-JUN-16,NA
5LFW,1.3,DNA,N,0.142,0.171,T,Y,A,7,04-JUL-16,NA
5LHW,0.91,STRUCTURALPROTEIN,N,0.135,0.139,T,Y,A,28,13-JUL-16,NA
5LIT,1.3,DNA,N,0.123,0.167,F,Y,DCAB,24,15-JUL-16,NA
5LJP,1.1,ELECTRONTRANSPORT,N,0.161,0.176,T,Y,A,168,19-JUL-16,NA
5LP9,0.89,STRUCTURALPROTEIN,N,0.110,0.126,T,Y,A,160,12-AUG-16,NA
5LS7,1.2,LYASE,Y,0.115,0.137,T,Y,A,253,22-AUG-16,NA
5LSV,1.1,METALBINDINGPROTEIN,N,0.102,0.125,T,Y,A,232,05-SEP-16,NA
5LTR,1.2,FLUORESCENTPROTEIN,N,0.159,0.184,T,Y,A,215,07-SEP-16,NA
5LVO,1.1,TRANSFERASE,Y,0.136,0.157,T,Y,A,286,14-SEP-16,NA
5LW3,1.2,ISOMERASE,N,0.145,0.160,T,Y,A,381,15-SEP-16,NA
5LY8,1.3,SUGARBINDINGPROTEIN,N,0.184,0.198,T,Y,A,230,26-SEP-16,NA
5M10,1.2,OXIDOREDUCTASE,N,0.132,0.165,T,Y,A,529,06-OCT-16,NA
5M2H,0.95,ANTIBIOTIC,Y,0.106,0.118,F,Y,AB,2,13-OCT-16,NA
5M2K,1,ANTIBIOTIC,Y,0.098,0.105,F,Y,AB,2,13-OCT-16,NA
5M2O,1.3,PROTEINBINDING,Y,0.136,0.154,T,Y,A,211,13-OCT-16,NA
5M4V,1.1,TOXIN,N,0.132,0.156,T,Y,A,57,19-OCT-16,NA
5M5Z,1.3,TRANSFERASE,N,0.124,0.141,T,Y,A,754,23-OCT-16,NA
5MAS,0.84,ANTIBIOTIC,N,0.104,0.131,F,Y,A,5,04-NOV-16,NA
5MDU,1,TRANSCRIPTION,N,NULL,0.152,T,Y,A,153,13-NOV-16,NA
5MFA,1.2,OXIDOREDUCTASE,N,0.124,0.143,T,Y,A,587,17-NOV-16,NA
5MK9,0.92,SUGARBINDINGPROTEIN,N,0.109,0.122,T,Y,A,378,02-DEC-16,NA
5MR1,1.2,SIGNALINGPROTEIN,N,0.168,0.188,T,Y,A,101,21-DEC-16,NA
5MRX,0.85,RNA,N,0.159,0.168,T,Y,A,26,28-DEC-16,NA
5MSO,1.2,OXIDOREDUCTASE,N,0.136,0.152,F,Y,A,441,05-JAN-17,NA
5MSZ,1.1,OXIDOREDUCTASE,N,0.134,0.154,T,Y,A,195,06-JAN-17,NA
5MU9,1.3,SUGARBINDINGPROTEIN,Y,0.148,0.183,T,Y,A,292,12-JAN-17,NA
5MWZ,1.3,DNABINDINGPROTEIN,Y,0.165,0.181,T,Y,A,114,20-JAN-17,NA
5MX9,1.1,TRANSFERASE,N,0.134,0.145,T,Y,A,324,22-JAN-17,NA
5N13,1.2,TRANSCRIPTION,N,0.143,0.156,F,Y,A,108,04-FEB-17,NA
5N3J,1.1,TRANSFERASE,Y,0.133,0.148,T,Y,A,337,08-FEB-17,NA
5N3V,1.1,HYDROLASE,Y,0.111,0.119,T,Y,E,316,09-FEB-17,NA
5N6F,1.1,TRANSFERASE,Y,0.137,0.153,T,Y,A,365,15-FEB-17,NA
5N9H,1,CELLADHESION,N,0.082,0.096,F,Y,ABCM,16,24-FEB-17,NA
5NAI,1.1,HYDROLASE,Y,0.131,0.141,T,Y,A,231,28-FEB-17,NA
5NAT,1.2,HYDROLASE,Y,NULL,NULL,T,Y,A,220,28-FEB-17,NA
5NFM,0.8,LIGASE,Y,0.122,0.132,T,Y,A,75,14-MAR-17,NA
5NG9,1.1,MEMBRANEPROTEIN,N,0.110,0.133,T,Y,A,263,17-MAR-17,NA
5NLU,1.2,IMMUNESYSTEM,N,0.177,0.198,T,Y,A,118,05-APR-17,NA
5NMN,0.95,ANTIMICROBIALPROTEIN,N,0.156,0.154,T,Y,A,34,06-APR-17,NA
5NOA,1.3,HYDROLASE,N,0.123,0.148,T,Y,A,354,11-APR-17,NA
5NQ0,1.1,IMMUNESYSTEM,Y,0.190,0.209,T,Y,A,383,19-APR-17,NA
5NQI,0.85,RNA,N,0.174,0.170,T,Y,A,26,20-APR-17,NA
5NQO,1.1,COPPER-BINDINGPROTEIN,N,0.126,0.145,T,Y,A,126,20-APR-17,NA
5NSA,1.3,TRANSPORTPROTEIN,N,0.146,0.179,T,Y,A,106,25-APR-17,NA
5NVG,1.1,SIGNALINGPROTEIN,N,0.131,0.167,T,Y,A,75,04-MAY-17,NA
5NW3,0.59,ELECTRONTRANSPORT,N,0.135,0.146,T,Y,A,54,04-MAY-17,NA
5NYK,1.1,OXIDOREDUCTASE,N,0.155,0.162,T,Y,A,118,11-MAY-17,NA
5O0S,1.2,HYDROLASE,N,0.140,0.163,T,Y,A,768,16-MAY-17,NA
5O0U,0.99,TOXIN,N,0.127,0.140,T,Y,A,30,17-MAY-17,NA
5O0Z,1.3,ANTIBIOTIC,Y,0.146,0.165,F,Y,AB,16,17-MAY-17,NA
5O2X,0.95,OXIDOREDUCTASE,N,0.116,0.127,T,Y,A,247,23-MAY-17,NA
5O45,0.99,CELLCYCLE,Y,0.114,0.137,T,Y,A,137,26-MAY-17,NA
5O5S,1.2,CHAPERONE,N,0.155,0.176,T,Y,A,123,02-JUN-17,NA
5OBY,1.3,CHAPERONE,Y,0.142,0.161,T,Y,A,365,29-JUN-17,NA
5OD4,1.1,UNKNOWNFUNCTION,N,0.140,0.169,T,Y,A,124,04-JUL-17,NA
5OFK,1.2,HYDROLASE,Y,0.173,0.186,T,Y,A,339,11-JUL-17,NA
5OHQ,1.1,TRANSCRIPTION,N,0.123,0.140,T,Y,A,110,17-JUL-17,NA
5OJ5,1.1,PHOTOSYNTHESIS,N,0.145,0.162,T,Y,A,316,20-JUL-17,NA
5OK4,1.3,OXIDOREDUCTASE,N,0.128,0.147,T,Y,A,344,25-JUL-17,NA
5OL4,1.3,HYDROLASE,N,0.120,0.137,T,Y,A,790,26-JUL-17,NA
5ONK,1,HYDROLASE,N,0.167,0.187,T,Y,A,202,03-AUG-17,NA
5OPF,1.1,CARBOHYDRATE,N,0.141,0.152,T,Y,A,194,09-AUG-17,NA
5OQZ,0.81,UNKNOWNFUNCTION,N,0.085,0.091,T,Y,A,18,14-AUG-17,NA
5OTN,0.99,HYDROLASE,Y,0.121,0.133,T,Y,NA,156,22-AUG-17,NA
5OUO,1.1,LIPIDBINDINGPROTEIN,N,0.150,0.167,T,Y,A,263,24-AUG-17,NA
5OXZ,1.2,SPLICING,Y,0.138,0.156,T,Y,A,123,07-SEP-17,NA
5P9J,1.1,TRANSFERASE,N,0.210,0.224,T,Y,A,263,20-SEP-16,NA
5P9V,1,TRANSFERASE,Y,0.134,0.162,T,Y,A,213,19-OCT-16,NA
5Q22,1.2,CELLCYCLE,N,0.179,0.205,T,Y,A,341,15-MAY-17,NA
5QIF,1.2,OXIDOREDUCTASE,N,0.164,0.183,T,Y,A,359,22-MAY-18,NA
5QU8,0.93,SIGNALINGPROTEIN,N,0.151,0.182,T,Y,A,58,28-JAN-20,NA
5SUI,1.3,PROTEINBINDING,N,0.130,0.162,F,Y,A,382,03-AUG-16,NA
5SV5,1,HYDROLASE,N,0.133,0.148,T,Y,A,103,04-AUG-16,NA
5SVY,1.1,TRANSCRIPTION,Y,0.123,0.147,T,Y,A,60,08-AUG-16,NA
5SZC,1.2,PEPTIDEBINDINGPROTEIN,N,0.149,0.167,T,Y,A,128,13-AUG-16,NA
5T39,1.1,TRANSFERASE,N,0.138,0.154,T,Y,A,233,25-AUG-16,NA
5TAB,1.3,TRANSCRIPTION,N,0.121,0.144,T,Y,A,53,09-SEP-16,NA
5TDA,0.79,LIGASE,Y,0.121,0.128,T,Y,A,75,19-SEP-16,NA
5TFQ,1.1,HYDROLASE,N,0.116,0.134,T,Y,A,273,26-SEP-16,NA
5TIF,0.97,HYDROLASE,N,0.123,0.137,T,Y,A,182,02-OCT-16,NA
5TNV,1,ISOMERASE,N,NULL,0.137,T,Y,A,306,14-OCT-16,NA
5TOG,1.1,SIGNALINGPROTEIN,N,0.104,0.121,T,Y,A,75,17-OCT-16,NA
5TP0,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.119,0.137,T,Y,A,221,19-OCT-16,NA
5TQJ,1.3,SIGNALINGPROTEIN,N,0.141,0.172,T,Y,A,124,24-OCT-16,NA
5TWT,1.3,OXIDOREDUCTASE,N,0.135,0.145,F,Y,A,291,14-NOV-16,NA
5TXJ,1.1,DENOVOPROTEIN,N,0.146,0.157,F,Y,AB,12,16-NOV-16,NA
5TZM,1.2,STRUCTURALPROTEIN,N,0.165,0.185,T,Y,A,90,21-NOV-16,NA
5U3A,0.95,HYDROLASE,N,0.110,0.121,T,Y,A,495,01-DEC-16,NA
