PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY, BFACTOR ,HYDROGENS,STRUCFAC,CHAINS, RESIDUES , NUCLEOTIDES ,DATE,COMMENTS
3ZOJ,0.88,MEMBRANEPROTEIN,N,0.10329,0.10739,Y, 39 ,Y,Y,A, 263 , -   ,21-Feb-13,NA
5NG9,1.1,MEMBRANEPROTEIN,N,0.11,0.133,Y, 40 ,N,Y,A, 263 , -   ,17-Mar-17,NA
1M40,0.85,HYDROLASE,N,NULL,0.112,Y, 54 ,Y,Y,A, 263 , -   ,01-Jul-02,NA
6MU9,0.97,LIGASE,N,0.102,0.111,Y, 55 ,N,Y,A, 263 , -   ,22-Oct-18,NA
5P9J,1.1,TRANSFERASE,N,0.21,0.224,Y, 65 ,N,Y,A, 263 , -   ,20-Sep-16,NA
5OUO,1.1,LIPIDBINDINGPROTEIN,N,0.15,0.167,Y, 97 ,Y,Y,A, 263 , -   ,24-Aug-17,NA
6B00,0.9,LYASE,N,0.121,0.144,Y, 116 ,Y,Y,A, 263 , -   ,13-Sep-17,NA
6SBN,1.1,HYDROLASE,N,0.108,0.137,Y, 179 ,N,Y,A, 263 , -   ,22-Jul-19,NA
1N9B,0.9,HYDROLASE,N,0.125,0.15,Y, 44 ,N,Y,A, 265 , -   ,22-Nov-02,NA
6EQE,0.92,HYDROLASE,N,0.101,0.11,Y, 56 ,Y,Y,A, 265 , -   ,12-Oct-17,NA
3SIG,1.3,HYDROLASE,N,0.15,0.161,Y, 103 ,Y,Y,A, 265 , -   ,18-Jun-11,NA
3W4P,1.1,HYDROLASE,N,NULL,0.186,Y, 45 ,N,Y,A, 266 , -   ,10-Jan-13,NA
4WTP,1.3,TRANSFERASE,N,0.178,0.186,Y, 77 ,N,Y,A, 266 , -   ,30-Oct-14,NA
5FBF,1,HYDROLASE,Y,0.113,0.135,Y, 27 ,N,Y,A, 267 , -   ,14-Dec-15,NA
2GQT,1.3,OXIDOREDUCTASE,N,0.189,0.209,N, 35 ,N,Y,A, 267 , -   ,21-Apr-06,NA
6IH0,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.165,0.182,N, 50 ,N,Y,A, 267 , -   ,27-Sep-18,NA
3W06,1.1,HYDROLASE,N,0.133,0.162,Y, 54 ,N,Y,A, 267 , -   ,19-Oct-12,NA
6BN3,1.3,HYDROLASE,N,0.169,0.214,Y, 75 ,N,Y,A, 267 , -   ,16-Nov-17,NA
5DNU,1.2,HYDROLASE,Y,0.141,0.155,Y, 80 ,N,Y,A, 267 , -   ,10-Sep-15,NA
4EUZ,1.1,HYDROLASE/ANTIBIOTIC,N,0.115,0.138,Y, 35 ,N,Y,A, 268 , -   ,25-Apr-12,NA
6AFM,1.3,HYDROLASE,N,0.151,0.168,Y, 50 ,N,Y,A, 268 , -   ,08-Aug-18,NA
5Z95,1.2,HYDROLASE,N,0.13,0.143,Y, 67 ,N,Y,A, 268 , -   ,02-Feb-18,NA
6RNV,1.3,PHOTOSYNTHESIS,N,0.154,0.186,Y, 70 ,Y,Y,NA, 268 , -   ,09-May-19,NA
3BHY,1.2,TRANSFERASE,N,0.146,0.187,Y, 71 ,N,Y,A, 268 , -   ,29-Nov-07,NA
4X9X,1.2,TRANSFERASE,N,0.119,0.144,Y, 72 ,Y,Y,A, 268 , -   ,11-Dec-14,NA
6NP3,1.1,TRANSFERASE,N,0.128,0.139,Y, 89 ,Y,Y,A, 268 , -   ,17-Jan-19,NA
2WNF,1.3,TRANSFERASE,N,0.18115,0.19529,Y, 30 ,N,Y,NA, 269 , -   ,09-Jul-09,NA
2YEX,1.3,TRANSFERASE,N,0.13503,0.16415,Y, 34 ,N,Y,A, 269 , -   ,31-Mar-11,NA
1GCI,0.78,SERINEPROTEASE,N,0.099,0.103,Y, 65 ,Y,N,A, 269 , -   ,02-Sep-98,NA
6HY3,1.3,HYDROLASE,N,0.15,0.169,Y, 68 ,N,Y,A, 269 , -   ,19-Oct-18,NA
6FC0,1.3,TRANSLATION,Y,0.165,0.201,Y, 91 ,Y,Y,A, 269 , -   ,20-Dec-17,NA
3ZNV,1.3,HYDROLASE,N,0.1268,0.15439,Y, 101 ,N,Y,A, 269 , -   ,18-Feb-13,NA
3MD7,1.3,HYDROLASE,N,0.108,0.134,Y, 40 ,N,Y,A, 270 , -   ,30-Mar-10,NA
1OI7,1.2,SYNTHETASE,N,0.178,0.196,Y, 42 ,N,Y,A, 270 , -   ,10-Jun-03,NA
3VGI,1.1,HYDROLASE,N,0.129,0.158,Y, 44 ,N,Y,A, 270 , -   ,11-Aug-11,NA
6TD0,0.99,ANTIMICROBIALPROTEIN,N,0.139,0.153,Y, 127 ,Y,Y,A, 270 , -   ,07-Nov-19,NA
6FUC,1.2,TRANSFERASE,N,0.139,0.169,Y, 153 ,Y,Y,A, 270 , -   ,26-Feb-18,NA
5GV8,0.78,OXIDOREDUCTASE,N,NULL,0.14,Y, 84 ,Y,Y,A, 272 , -   ,03-Sep-16,NA
4BN4,1.3,HYDROLASE,Y,0.13993,0.1795,Y, 98 ,Y,Y,NA, 272 , -   ,13-May-13,NA
2V3G,1.2,HYDROLASE,Y,0.117,0.144,Y, 29 ,N,Y,A, 273 , -   ,18-Jun-07,NA
2QOL,1.1,TRANSFERASE,N,0.196,0.211,Y, 30 ,N,Y,A, 273 , -   ,20-Jul-07,NA
3MU7,1.3,HYDROLASEINHIBITOR,N,0.153,0.171,Y, 32 ,N,Y,A, 273 , -   ,02-May-10,NA
6JV0,1.1,HYDROLASE,N,0.174,0.192,Y, 45 ,N,Y,A, 273 , -   ,15-Apr-19,NA
5TFQ,1.1,HYDROLASE,N,0.116,0.134,Y, 80 ,N,Y,A, 273 , -   ,26-Sep-16,NA
2CI1,1.1,HYDROLASE,N,0.112,0.141,Y, 92 ,N,Y,A, 273 , -   ,17-Mar-06,NA
3H74,1.3,TRANSFERASE,N,0.194,0.202,Y, 28 ,N,Y,A, 274 , -   ,24-Apr-09,NA
1Z70,1.1,OXIDOREDUCTASE,N,0.139,0.17,Y, 57 ,N,Y,X, 274 , -   ,23-Mar-05,NA
6FNK,1,TRANSFERASE,N,0.196,0.22,Y, 98 ,N,Y,A, 274 , -   ,04-Feb-18,NA
2V9L,1.2,LYASE,N,0.091,0.122,Y, 192 ,Y,Y,A, 274 , -   ,24-Aug-07,NA
6Q7D,0.98,TRANSFERASE,N,0.186,0.207,Y, 76 ,N,Y,A, 275 , -   ,13-Dec-18,NA
1WMA,1.2,OXIDOREDUCTASE,Y,0.109,0.167,Y, 91 ,N,Y,A, 275 , -   ,06-Jul-04,NA
6FSN,1.2,TRANSFERASE,N,0.211,0.227,Y, 126 ,Y,Y,A, 276 , -   ,19-Feb-18,NA
1TKJ,1.1,HYDROLASE,Y,0.117,0.147,Y, 55 ,N,N,A, 277 , -   ,08-Jun-04,NA
4UZG,1.1,STRUCTURALPROTEIN,N,0.126,0.142,Y, 60 ,Y,Y,A, 277 , -   ,05-Sep-14,NA
4NNO,1.2,TRANSPORTPROTEIN,N,0.151,0.16,Y, 42 ,N,Y,A, 278 , -   ,18-Nov-13,NA
6BIO,1.2,HYDROLASE,N,0.165,0.192,Y, 46 ,Y,Y,NA, 278 , -   ,02-Nov-17,NA
5L4L,1.2,OXIDOREDUCTASE,Y,0.127,0.149,Y, 63 ,N,Y,A, 278 , -   ,25-May-16,NA
4UHC,1,HYDROLASE,N,0.11,0.12853,Y, 66 ,N,Y,A, 278 , -   ,24-Mar-15,NA
1XUB,1.3,BIOSYNTHETICPROTEIN,N,0.135,0.16,Y, 73 ,N,Y,A, 278 , -   ,26-Oct-04,NA
4PF4,1.1,TRANSFERASE,N,0.118,0.15,Y, 115 ,Y,Y,A, 278 , -   ,28-Apr-14,NA
5JB9,1.3,HYDROLASE,Y,0.152,0.176,Y, 131 ,Y,Y,E, 278 , -   ,13-Apr-16,NA
3RL5,1.3,HYDROLASE,N,0.154,0.174,Y, 40 ,N,Y,A, 279 , -   ,19-Apr-11,NA
2PWA,0.83,HYDROLASE,Y,0.12,0.136,Y, 64 ,N,Y,A, 279 , -   ,11-May-07,NA
1DCS,1.3,OXIDOREDUCTASE,N,NULL,0.15,Y, 80 ,N,Y,A, 279 , -   ,05-Jun-98,NA
2BOG,1,HYDROLASE,N,0.15,0.165,Y, 34 ,N,Y,X, 280 , -   ,10-Apr-05,NA
2IMQ,1.3,TRANSPORTPROTEIN,N,0.178,0.208,Y, 50 ,N,Y,X, 280 , -   ,04-Oct-06,NA
5HSG,1.3,TRANSPORTPROTEIN,N,0.151,0.174,Y, 73 ,Y,Y,NA, 280 , -   ,25-Jan-16,NA
2JKH,1.3,HYDROLASE,Y,0.196,0.221,Y, 40 ,N,Y,A, 281 , -   ,28-Aug-08,NA
5C7H,1.3,OXIDOREDUCTASE,N,0.117,0.14,Y, 67 ,N,Y,A, 281 , -   ,24-Jun-15,NA
4QEK,1.3,TRANSFERASE,N,0.127,0.143,Y, 80 ,N,Y,A, 281 , -   ,16-May-14,NA
3JYO,1,OXIDOREDUCTASE,Y,0.165,0.194,Y, 47 ,N,Y,A, 282 , -   ,22-Sep-09,NA
4YAA,1.1,HYDROLASE,N,0.129,0.14,Y, 61 ,Y,Y,A, 282 , -   ,17-Feb-15,NA
4Y63,1.3,TRANSFERASE,Y,0.16,0.183,Y, 62 ,N,Y,A, 282 , -   ,12-Feb-15,NA
6Q4G,0.98,CELLCYCLE,Y,0.191,0.211,Y, 76 ,N,Y,A, 282 , -   ,05-Dec-18,NA
4AC1,1.3,HYDROLASE,N,0.185,0.202,Y, 27 ,N,Y,X, 283 , -   ,12-Dec-11,NA
6N4L,1.1,OXIDOREDUCTASE,N,0.146,0.157,Y, 43 ,N,Y,A, 283 , -   ,19-Nov-18,NA
4X9T,1.2,UNKNOWNFUNCTION,N,0.165,0.19,Y, 61 ,N,Y,A, 283 , -   ,11-Dec-14,NA
3PKB,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.169,0.181,N, 43 ,N,Y,A, 284 , -   ,11-Nov-10,NA
4JCC,1.1,TRANSPORTPROTEIN,N,0.146,0.169,Y, 54 ,Y,Y,NA, 284 , -   ,21-Feb-13,NA
6GNA,1.3,OXIDOREDUCTASE,N,0.177,0.201,Y, 128 ,Y,Y,A, 284 , -   ,30-May-18,NA
4P40,1.2,TRANSPORTPROTEIN,N,0.144,0.162,Y, 56 ,Y,Y,A, 285 , -   ,10-Mar-14,NA
3LYE,1.3,HYDROLASE,N,NULL,0.166,N, 56 ,N,Y,A, 285 , -   ,26-Feb-10,NA
4HNO,0.92,HYDROLASE,N,0.126,0.139,Y, 84 ,Y,Y,A, 285 , -   ,20-Oct-12,NA
1QTW,1,HYDROLASE,N,0.124,0.148,Y, 130 ,Y,N,A, 285 , -   ,29-Jun-99,NA
5LVO,1.1,TRANSFERASE,Y,0.136,0.157,Y, 50 ,Y,Y,A, 286 , -   ,14-Sep-16,NA
4P7X,1.3,OXIDOREDUCTASE,N,0.137,0.162,Y, 69 ,N,Y,A, 286 , -   ,28-Mar-14,NA
4EZ8,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.108,0.13,Y, 43 ,N,Y,A, 287 , -   ,02-May-12,NA
4WPG,1.1,OXIDOREDUCTASE,N,0.13,0.155,Y, 54 ,Y,Y,A, 287 , -   ,18-Oct-14,NA
5IBQ,1.2,SOLUTE-BINDINGPROTEIN,N,0.151,0.164,Y, 57 ,Y,Y,A, 287 , -   ,22-Feb-16,NA
5U5O,1.1,CELLADHESION,N,0.183,0.211,Y, 60 ,N,Y,A, 287 , -   ,07-Dec-16,NA
2ZPT,1.1,TRANSFERASE,Y,0.149,0.16,Y, 28 ,N,Y,X, 288 , -   ,28-Jul-08,NA
4GIE,1.3,OXIDOREDUCTASE,N,0.12,0.136,Y, 35 ,N,Y,A, 288 , -   ,08-Aug-12,NA
4FUU,1.3,HYDROLASE,N,0.12,0.157,Y, 51 ,N,Y,A, 288 , -   ,28-Jun-12,NA
3D1K,1.3,OXYGENBINDING,N,NULL,0.202,Y, 105 ,N,Y,A, 288 , -   ,06-May-08,NA
6CAF,1.3,PLANTPROTEIN,N,0.097,0.128,Y, 217 ,N,Y,A, 288 , -   ,30-Jan-18,NA
4R1V,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.146,0.176,Y, 53 ,N,Y,A, 289 , -   ,07-Aug-14,NA
4PC9,1.3,SOLUTE-BINDINGPROTEIN,N,0.136,0.148,Y, 58 ,Y,Y,NA, 289 , -   ,14-Apr-14,NA
6TM3,1.1,OXIDOREDUCTASE,N,0.114,0.127,Y, 67 ,N,Y,A, 289 , -   ,03-Dec-19,NA
1LS1,1.1,PROTEINTRANSPORT,N,0.137,0.169,Y, 69 ,Y,Y,A, 289 , -   ,16-May-02,NA
6FEX,1.3,TRANSFERASE,N,0.139,0.174,Y, 93 ,Y,Y,A, 289 , -   ,03-Jan-18,NA
2HC1,1.3,HYDROLASE,N,0.136,0.179,Y, 50 ,N,Y,A, 290 , -   ,14-Jun-06,NA
1LC0,1.2,OXIDOREDUCTASE,N,0.222,0.229,N, 51 ,N,Y,A, 290 , -   ,04-Apr-02,NA
5GGB,1.1,HYDROLASE,Y,0.161,0.185,Y, 115 ,N,Y,A, 290 , -   ,15-Jun-16,NA
3LHS,1.3,TRANSPORTPROTEIN,Y,0.155,0.186,Y, 45 ,N,Y,A, 291 , -   ,23-Jan-10,NA
5TWT,1.3,OXIDOREDUCTASE,N,0.135,0.145,N, 51 ,Y,Y,A, 291 , -   ,14-Nov-16,NA
3FWK,1.2,TRANSFERASE,N,0.162,0.178,Y, 53 ,N,Y,A, 291 , -   ,18-Jan-09,NA
3D02,1.3,SUGARBINDINGPROTEIN,N,0.158,0.172,Y, 61 ,N,Y,A, 291 , -   ,30-Apr-08,NA
6FTF,1.1,SIGNALINGPROTEIN,N,0.151,0.16,Y, 82 ,Y,Y,B, 291 , -   ,21-Feb-18,NA
3E2O,1.1,OXIDOREDUCTASE,N,0.171,0.199,Y, 93 ,N,Y,A, 291 , -   ,05-Aug-08,NA
1RTQ,0.95,HYDROLASE,N,NULL,0.151,Y, 94 ,Y,N,A, 291 , -   ,10-Dec-03,NA
4XOD,1.1,CELLADHESION,Y,0.143,0.159,Y, 59 ,Y,Y,B, 292 , -   ,16-Jan-15,NA
5MU9,1.3,SUGARBINDINGPROTEIN,Y,0.148,0.183,Y, 70 ,N,Y,A, 292 , -   ,12-Jan-17,NA
4PBH,1.2,SOLUTE-BINDINGPROTEIN,N,0.142,0.155,Y, 36 ,Y,Y,A, 293 , -   ,12-Apr-14,NA
3G5T,1.1,TRANSFERASE,N,0.121,0.137,Y, 47 ,Y,Y,A, 293 , -   ,05-Feb-09,NA
3WS7,1.2,OXIDOREDUCTASE,Y,0.175,0.186,N, 50 ,N,Y,A, 293 , -   ,04-Mar-14,NA
2XIO,1.2,HYDROLASE,N,0.173,0.192,Y, 66 ,N,Y,A, 293 , -   ,30-Jun-10,NA
6QDI,1.1,SUGARBINDINGPROTEIN,N,0.148,0.171,Y, 49 ,N,Y,A, 294 , -   ,01-Jan-19,NA
3G9X,0.95,HYDROLASE,N,0.115,0.137,Y, 53 ,N,Y,A, 294 , -   ,15-Feb-09,NA
3L8W,1,OXIDOREDUCTASE,Y,0.145,0.144,Y, 113 ,Y,Y,A, 295 , -   ,04-Jan-10,NA
6GY5,1.1,LIGASE,Y,0.154,0.172,Y, 59 ,N,Y,A, 296 , -   ,28-Jun-18,NA
4PAK,1.2,SOLUTE-BINDINGPROTEIN,N,0.154,0.164,Y, 76 ,Y,Y,A, 296 , -   ,09-Apr-14,NA
2VK2,1.2,TRANSPORTPROTEIN,N,0.179,0.19,Y, 79 ,N,Y,A, 296 , -   ,16-Dec-07,NA
4BAT,1.3,HYDROLASE,N,0.12269,0.14268,Y, 104 ,N,Y,A, 296 , -   ,16-Sep-12,NA
6GX2,1.1,TRANSFERASE,Y,0.113,0.134,Y, 57 ,N,Y,NA, 297 , -   ,26-Jun-18,NA
6BGY,1.2,OXIDOREDUCTASE/INHIBITOR,N,0.167,0.193,Y, 102 ,N,Y,A, 297 , -   ,29-Oct-17,NA
2W39,1.1,HYDROLASE,N,0.138,0.152,Y, 25 ,N,Y,A, 298 , -   ,07-Nov-08,NA
2CIW,1.1,OXIDOREDUCTASE,Y,0.15,0.171,Y, 35 ,N,Y,A, 298 , -   ,26-Mar-06,NA
6F8B,1.3,HYDROLASE,N,0.144,0.159,N, 53 ,N,Y,A, 298 , -   ,12-Dec-17,NA
4G9S,0.95,HYDROLASE/HYDROLASEINHIBITOR,Y,0.129,0.136,Y, 55 ,Y,Y,A, 298 , -   ,24-Jul-12,NA
2IZR,1.3,TRANSFERASE,Y,0.132,0.158,Y, 83 ,N,Y,A, 298 , -   ,26-Jul-06,NA
1MJ5,0.95,HYDROLASE,N,0.112,0.141,Y, 99 ,Y,Y,A, 298 , -   ,27-Aug-02,NA
6KFN,0.89,LYASE,N,0.106,0.122,Y, 142 ,Y,Y,A, 298 , -   ,08-Jul-19,NA
2ZFD,1.2,SIGNALINGPROTEIN/TRANSFERASE,N,0.18,0.192,Y, 27 ,N,Y,A, 299 , -   ,29-Dec-07,NA
3DXL,1.3,ODORANT-BINDINGPROTEIN,N,0.189,0.214,Y, 46 ,N,Y,A, 299 , -   ,24-Jul-08,NA
5A8C,0.97,HYDROLASE,N,0.104,0.124,Y, 51 ,N,Y,A, 299 , -   ,14-Jul-15,NA
5IWU,1.3,TRANSFERASE/ANTIBIOTIC,Y,0.159,0.171,Y, 92 ,Y,Y,A, 299 , -   ,22-Mar-16,NA
1UOZ,1.1,HYDROLASE,N,0.113,0.13,Y, 30 ,N,Y,A, 300 , -   ,26-Sep-03,NA
7A3H,0.95,HYDROLASE,N,NULL,0.13,Y, 40 ,N,Y,A, 300 , -   ,05-Aug-98,NA
6CAX,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.16,0.171,Y, 46 ,N,Y,A, 300 , -   ,01-Feb-18,NA
5IGI,1.2,TRANSFERASE/ANTIBIOTIC,Y,0.161,0.163,Y, 66 ,Y,Y,A, 300 , -   ,28-Feb-16,NA
6TTN,1.1,OXIDOREDUCTASE,Y,0.127,0.146,Y, 67 ,Y,Y,A, 300 , -   ,29-Dec-19,NA
5W98,1.2,BIOSYNTHETICPROTEIN,N,0.164,0.186,Y, 80 ,N,Y,A, 300 , -   ,22-Jun-17,NA
6RA7,1.2,TRANSFERASE,Y,NULL,NULL,Y, 114 ,N,Y,A, 300 , -   ,05-Apr-19,NA
2CNQ,1,LIGASE,N,0.116,0.13,Y, 34 ,N,Y,A, 301 , -   ,23-May-06,NA
4Z0N,1.3,TRANSCRIPTION,N,0.14,0.165,Y, 68 ,N,Y,A, 301 , -   ,26-Mar-15,NA
5UQ6,1.2,HYDROLASE,Y,0.142,0.156,Y, 78 ,Y,Y,A, 301 , -   ,06-Feb-17,NA
5AJG,1.1,FLUORESCENTPROTEIN,N,0.14693,0.16806,Y, 79 ,N,Y,A, 301 , -   ,24-Feb-15,NA
1V0L,0.98,HYDROLASE,Y,0.119,0.137,Y, 29 ,N,Y,A, 302 , -   ,31-Mar-04,NA
1I1W,0.89,HYDROLASE,N,NULL,0.106,Y, 34 ,Y,Y,A, 302 , -   ,04-Feb-01,NA
4PLZ,1.1,OXIDOREDUCTASE,N,0.13,0.146,Y, 35 ,N,Y,A, 302 , -   ,20-May-14,NA
4MIJ,1.1,TRANSPORTPROTEIN,N,0.139,0.152,Y, 48 ,Y,Y,A, 302 , -   ,31-Aug-13,NA
2B69,1.2,LYASE,N,0.136,0.162,Y, 50 ,N,Y,A, 302 , -   ,30-Sep-05,NA
3LO8,1.1,OXIDOREDUCTASE,N,0.125,0.155,Y, 151 ,Y,Y,A, 302 , -   ,03-Feb-10,NA
4O8O,1.2,HYDROLASE,N,0.139,0.156,Y, 66 ,N,Y,A, 303 , -   ,28-Dec-13,NA
2II2,1.1,METALBINDINGPROTEIN,N,0.196,0.225,Y, 28 ,N,Y,A, 304 , -   ,27-Sep-06,NA
5JH8,1,HYDROLASE,N,0.131,0.148,Y, 56 ,Y,Y,A, 304 , -   ,20-Apr-16,NA
4Z65,1.3,HYDROLASE,N,0.16,0.18,Y, 131 ,N,Y,A, 304 , -   ,03-Apr-15,NA
5Y90,1.3,TRANSFERASE,N,0.129,0.167,Y, 267 ,N,Y,A, 304 , -   ,22-Aug-17,NA
4MNC,1.1,TRANSPORTPROTEIN,N,0.129,0.144,Y, 42 ,Y,Y,A, 305 , -   ,10-Sep-13,NA
4MX6,1.1,TRANSPORTPROTEIN,N,0.134,0.153,Y, 45 ,Y,Y,NA, 305 , -   ,25-Sep-13,NA
2FVY,0.92,TRANSPORTPROTEIN,N,0.11,0.13,Y, 65 ,Y,Y,A, 305 , -   ,31-Jan-06,NA
6QTS,1.1,PLANTPROTEIN,Y,0.128,0.148,Y, 152 ,Y,Y,A, 305 , -   ,25-Feb-19,NA
5IHS,1.1,HYDROLASE,N,0.118,0.132,Y, 38 ,Y,Y,A, 306 , -   ,29-Feb-16,NA
5EYN,1.3,TRANSFERASE,N,0.143,0.169,Y, 50 ,Y,Y,A, 306 , -   ,25-Nov-15,NA
5TNV,1,ISOMERASE,N,NULL,0.137,Y, 93 ,Y,Y,A, 306 , -   ,14-Oct-16,NA
5GTQ,1.1,HYDROLASE,N,0.12,0.139,Y, 35 ,N,Y,A, 307 , -   ,23-Aug-16,NA
3WCZ,1.3,OXIDOREDUCTASE,N,0.152,0.164,Y, 57 ,Y,Y,A, 307 , -   ,05-Jun-13,NA
4P8B,1.3,TRANSPORTPROTEIN,N,0.155,0.174,Y, 58 ,Y,Y,A, 307 , -   ,31-Mar-14,NA
1M4L,1.3,HYDROLASE,N,0.104,0.145,Y, 95 ,N,Y,A, 307 , -   ,03-Jul-02,NA
5AOG,1.3,OXIDOREDUCTASE,N,0.13728,0.15931,Y, 127 ,N,Y,A, 307 , -   ,10-Sep-15,NA
1NNF,1.1,METALBINDINGPROTEIN,N,0.159,0.18,Y, 24 ,N,Y,A, 308 , -   ,13-Jan-03,NA
4OOX,1.2,VIRALPROTEIN,N,0.121,0.143,Y, 41 ,Y,Y,A, 308 , -   ,04-Feb-14,NA
4JBD,1.3,ISOMERASE,N,0.159,0.184,Y, 76 ,Y,Y,A, 308 , -   ,19-Feb-13,NA
6RVQ,1.1,CELLCYCLE,N,0.208,0.214,N, 99 ,Y,Y,A, 308 , -   ,31-May-19,NA
1B6G,1.1,HYDROLASE,N,0.105,0.145,Y, 100 ,N,N,A, 308 , -   ,14-Jan-99,NA
6F9O,1.1,HYDROLASE,N,0.111,0.132,Y, 34 ,N,Y,A, 309 , -   ,15-Dec-17,NA
2XWV,1.1,TRANSPORTPROTEIN,Y,0.126,0.15,Y, 36 ,N,Y,A, 309 , -   ,05-Nov-10,NA
6GKE,1.1,SUGARBINDINGPROTEIN,Y,0.118,0.128,Y, 41 ,N,Y,A, 309 , -   ,19-May-18,NA
2H1V,1.2,LYASE,N,0.13,0.173,Y, 83 ,N,Y,A, 309 , -   ,17-May-06,NA
5YSX,1.2,CELLADHESION,N,0.155,0.167,Y, 115 ,Y,Y,A, 309 , -   ,16-Nov-17,NA
5LDG,1.3,OXIDOREDUCTASE,Y,0.12,0.146,Y, 58 ,Y,Y,A, 310 , -   ,26-Jun-16,NA
1Z2N,1.2,TRANSFERASE,Y,0.182,0.205,N, 33 ,N,Y,X, 311 , -   ,08-Mar-05,NA
4N6K,1.2,TRANSPORTPROTEIN,N,0.14,0.162,Y, 53 ,Y,Y,A, 311 , -   ,13-Oct-13,NA
5Y1F,1.3,OXIDOREDUCTASE,N,0.158,0.181,Y, 63 ,N,Y,A, 311 , -   ,20-Jul-17,NA
5HJ9,1.3,HYDROLASE,Y,0.151,0.159,Y, 106 ,Y,Y,A, 311 , -   ,13-Jan-16,NA
3H7U,1.3,OXIDOREDUCTASE,N,0.132,0.156,Y, 39 ,N,Y,A, 312 , -   ,28-Apr-09,NA
4N1I,1,HYDROLASE,N,0.115,0.139,Y, 110 ,N,Y,A, 312 , -   ,04-Oct-13,NA
6NE2,1.3,BIOSYNTHETICPROTEIN/SIGNALINGPROTEIN,Y,0.163,0.184,Y, 142 ,N,Y,B, 312 , -   ,15-Dec-18,NA
3PB6,1.1,TRANSFERASE,N,0.139,0.158,Y, 50 ,N,Y,X, 313 , -   ,20-Oct-10,NA
3M73,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.142,0.155,Y, 53 ,N,Y,A, 313 , -   ,16-Mar-10,NA
1F9V,1.3,CONTRACTILEPROTEIN,N,0.218,0.242,N, 58 ,N,Y,A, 313 , -   ,11-Jul-00,NA
4W7W,1.1,HYDROLASE,Y,0.142,0.16,Y, 65 ,N,Y,A, 313 , -   ,22-Aug-14,NA
3SOV,1.3,PROTEINBINDING/ANTAGONIST,Y,0.154,0.18,Y, 70 ,N,Y,A, 313 , -   ,30-Jun-11,NA
4EUO,1.3,TRANSPORTPROTEIN,N,0.166,0.181,Y, 84 ,N,Y,A, 313 , -   ,25-Apr-12,NA
4PZ0,1.3,SUGARBINDINGPROTEIN,N,0.129,0.149,Y, 42 ,N,Y,A, 314 , -   ,28-Mar-14,NA
1VLY,1.3,TRANSFERASE,N,0.136,0.168,Y, 46 ,N,Y,A, 314 , -   ,20-Aug-04,NA
4IIL,1.3,MEMBRANEPROTEIN,N,0.122,0.153,Y, 47 ,Y,Y,A, 314 , -   ,20-Dec-12,NA
4FK9,1.1,HYDROLASE,N,0.119,0.132,Y, 50 ,Y,Y,A, 314 , -   ,13-Jun-12,NA
1US0,0.66,OXIDOREDUCTASE,Y,0.094,0.103,Y, 56 ,N,Y,A, 314 , -   ,16-Nov-03,NA
5HKO,1.2,SOLUTE-BINDINGPROTEIN,N,0.157,0.178,Y, 57 ,N,Y,NA, 314 , -   ,14-Jan-16,NA
1PJX,0.85,HYDROLASE,N,0.111,0.128,Y, 73 ,N,Y,A, 314 , -   ,04-Jun-03,NA
5IHW,1.3,MEMBRANEPROTEIN,N,0.144,0.176,Y, 92 ,N,Y,A, 314 , -   ,29-Feb-16,NA
3CU9,1.1,HYDROLASE,N,0.147,0.176,N, 113 ,N,Y,A, 314 , -   ,16-Apr-08,NA
3H4X,1.2,HYDROLASE,N,0.174,0.19,Y, 31 ,N,Y,A, 315 , -   ,21-Apr-09,NA
1S1P,1.2,OXIDOREDUCTASE,N,0.147,0.156,Y, 41 ,N,N,A, 315 , -   ,07-Jan-04,NA
1TJY,1.3,SIGNALINGPROTEIN,N,0.156,0.172,Y, 25 ,N,Y,A, 316 , -   ,07-Jun-04,NA
5N3V,1.1,HYDROLASE,Y,0.111,0.119,Y, 33 ,Y,Y,E, 316 , -   ,09-Feb-17,NA
5OJ5,1.1,PHOTOSYNTHESIS,N,0.145,0.162,Y, 52 ,N,Y,A, 316 , -   ,20-Jul-17,NA
5A3Y,1.3,HYDROLASE,N,0.145,0.166,Y, 60 ,N,Y,A, 316 , -   ,04-Jun-15,NA
5UM2,1.1,TRANSPORTPROTEIN,N,0.122,0.139,Y, 81 ,Y,Y,A, 316 , -   ,26-Jan-17,NA
1Q35,1.2,METALBINDINGPROTEIN,N,0.172,0.195,Y, 32 ,N,Y,A, 317 , -   ,28-Jul-03,NA
4H27,1.3,LYASE,N,0.146,0.168,Y, 44 ,N,Y,A, 317 , -   ,12-Sep-12,NA
1ZUA,1.3,OXIDOREDUCTASE,Y,0.131,0.156,Y, 45 ,N,Y,X, 317 , -   ,30-May-05,NA
1LZL,1.3,HYDROLASE,N,NULL,0.213,Y, 133 ,N,Y,A, 317 , -   ,10-Jun-02,NA
