PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
3BVA,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,NULL,0.183,Y,AB,198,05-JAN-08,NA
3BVX,1.1,HYDROLASE,N,0.158,0.190,Y,A,1016,07-JAN-08,NA
3BWH,1,TRANSLATION,N,0.172,0.179,Y,A,244,09-JAN-08,NA
3BWY,1.3,TRANSFERASE,N,0.126,0.167,Y,A,214,10-JAN-08,NA
3BWZ,1.2,STRUCTURALPROTEIN,N,0.124,0.152,Y,A,171,10-JAN-08,NA
3BZY,1.2,MEMBRANEPROTEINPROTEINTRANSPORT,N,0.144,0.178,Y,A,100,18-JAN-08,NA
3C1P,1,PEPTIDENUCLEICACID,N,0.153,0.202,Y,ABCD,4,23-JAN-08,NA
3C2U,1.3,HYDROLASE,N,0.136,0.163,Y,ABCD,2149,25-JAN-08,NA
3C6A,1.2,VIRALPROTEIN,N,0.134,0.171,Y,A,198,04-FEB-08,NA
3C6Z,1.1,LYASE,N,0.109,NULL,Y,A,256,06-FEB-08,NA
3C8L,1.2,UNKNOWNFUNCTION,N,0.159,0.184,Y,AB,228,12-FEB-08,NA
3C8P,1.3,TOXIN,N,0.150,0.191,Y,AB,92,13-FEB-08,NA
3CAY,1.2,DENOVOPROTEIN,N,0.136,0.172,Y,ABCDEFGHIJKL,276,20-FEB-08,NA
3CBW,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.151,0.172,Y,AB,666,23-FEB-08,NA
3CCD,1,TRANSFERASE,N,0.192,0.205,Y,AB,170,25-FEB-08,NA
3CE1,1.2,OXIDOREDUCTASE,N,0.150,0.166,Y,A,150,27-FEB-08,NA
3CHB,1.3,TOXIN,Y,0.133,0.180,Y,DEFGH,515,24-MAR-98,NA
3CI3,1.1,TRANSFERASE,N,0.161,0.180,Y,A,188,10-MAR-08,NA
3CIJ,1.1,TRANSPORTPROTEIN,N,0.126,0.149,Y,AB,582,11-MAR-08,NA
3CIM,1.3,STRUCTURALPROTEIN,N,0.173,0.222,Y,NA,282,11-MAR-08,NA
3CKF,1.3,MEMBRANEPROTEIN,N,0.158,0.192,Y,A,223,14-MAR-08,NA
3CLM,1.1,LYASE,N,0.130,0.161,Y,A,348,19-MAR-08,NA
3CNJ,0.95,OXIDOREDUCTASE,N,0.151,0.175,Y,A,499,25-MAR-08,NA
3CP5,1.2,ELECTRONTRANSPORT,N,0.130,0.174,Y,A,116,31-MAR-08,NA
3CR6,1.2,TRANSPORTPROTEIN,N,0.188,0.185,Y,A,137,04-APR-08,NA
3CT6,1.1,TRANSFERASE,N,0.146,0.177,Y,NA,258,11-APR-08,NA
3CU4,1.3,ELECTRONTRANSPORT,N,0.169,0.183,Y,A,79,15-APR-08,NA
3CU9,1.1,HYDROLASE,N,0.147,0.176,Y,A,314,16-APR-08,NA
3CUZ,1,TRANSFERASE,N,0.153,0.166,Y,A,529,17-APR-08,NA
3CX2,1.3,CONTRACTILEPROTEIN,N,NULL,0.209,Y,A,107,23-APR-08,NA
3CXZ,1.1,OXIDOREDUCTASE,N,0.147,0.169,Y,A,395,25-APR-08,NA
3CZ9,1.1,UNKNOWNFUNCTION,N,0.115,0.140,Y,A,187,28-APR-08,NA
3CZA,1.2,UNKNOWNFUNCTION,N,0.131,0.164,Y,A,186,28-APR-08,NA
3D02,1.3,SUGARBINDINGPROTEIN,N,0.158,0.172,Y,A,291,30-APR-08,NA
3D06,1.2,TRANSCRIPTION,N,0.177,0.202,Y,A,179,01-MAY-08,NA
3D1K,1.3,OXYGENBINDING,N,NULL,0.202,Y,A,288,06-MAY-08,NA
3D1P,0.98,TRANSFERASE,N,0.109,0.124,Y,A,118,06-MAY-08,NA
3D1X,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,NULL,0.183,Y,AB,198,06-MAY-08,NA
3D1Y,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,NULL,0.174,Y,AB,198,06-MAY-08,NA
3D32,1.3,TRANSPORTPROTEIN,Y,0.178,0.195,Y,AB,258,09-MAY-08,NA
3D3B,1.3,TRANSCRIPTION,N,0.175,0.204,Y,A,226,09-MAY-08,NA
3D5Y,1.2,HYDROLASE,N,0.158,0.192,Y,A,314,18-MAY-08,NA
3D95,1.2,TRANSPORTPROTEIN,N,0.141,0.176,Y,AB,274,26-MAY-08,NA
3D9X,1.1,CELLADHESION,N,0.157,0.178,Y,ABC,339,28-MAY-08,NA
3DA8,1.3,TRANSFERASE,N,0.165,0.186,Y,NA,418,28-MAY-08,NA
3DHA,0.95,HYDROLASE,N,0.133,0.169,Y,A,254,17-JUN-08,NA
3DK9,0.95,OXIDOREDUCTASE,N,NULL,0.152,Y,A,462,24-JUN-08,NA
3DKE,1.3,HYDROLASE,N,0.156,0.173,Y,X,160,24-JUN-08,NA
3DLC,1.1,TRANSFERASE,N,0.121,0.138,Y,NA,215,27-JUN-08,NA
3DNB,1.3,DNA,N,0.164,NULL,Y,A,10,18-MAR-88,NA
3DNJ,1.1,PEPTIDEBINDINGPROTEIN,N,0.136,0.159,Y,AB,167,02-JUL-08,NA
3DQ7,1.2,LUMINESCENTPROTEIN,N,0.212,0.250,Y,A,230,09-JUL-08,NA
3DQY,1.2,OXIDOREDUCTASE,N,0.184,0.195,Y,NA,105,10-JUL-08,NA
3DRF,1.3,PEPTIDEBINDINGPROTEIN,Y,0.133,0.161,Y,A,547,11-JUL-08,NA
3DS2,1.2,VIRALPROTEIN,N,0.192,0.246,Y,AB,168,11-JUL-08,NA
3DS4,1.1,VIRALPROTEIN,Y,0.209,0.234,Y,AB,164,11-JUL-08,NA
3DTB,1.3,LYASE,Y,0.169,0.193,Y,AB,1232,14-JUL-08,NA
3DUW,1.2,TRANSFERASE,N,0.221,0.234,Y,AB,436,18-JUL-08,NA
3DVZ,1,RNA,N,0.150,0.165,Y,A,27,21-JUL-08,NA
3DW4,0.97,RNA,N,0.139,0.150,Y,A,26,21-JUL-08,NA
3DW5,0.96,RNA,N,0.150,0.165,Y,A,26,21-JUL-08,NA
3DW6,1,RNA,N,0.132,0.149,Y,A,26,21-JUL-08,NA
3DW7,1,RNA,N,0.154,0.170,Y,A,26,21-JUL-08,NA
3DWE,0.99,HYDROLASE,N,0.221,0.222,Y,X,279,22-JUL-08,NA
3DXL,1.3,ODORANT-BINDINGPROTEIN,N,0.189,0.214,Y,A,299,24-JUL-08,NA
3E2N,1.3,OXIDOREDUCTASE,N,0.181,NULL,Y,A,282,05-AUG-08,NA
3E2O,1.1,OXIDOREDUCTASE,N,0.171,0.199,Y,A,291,05-AUG-08,NA
3E4G,0.96,ELECTRONTRANSPORT,N,0.144,0.164,Y,A,176,11-AUG-08,NA
3E5T,1.1,FLUORESCENTPROTEIN,N,0.131,0.168,Y,A,228,14-AUG-08,NA
3E6Z,1,METALBINDINGPROTEIN,N,0.195,0.214,Y,X,80,17-AUG-08,NA
3E7R,1,ANTIMICROBIALPROTEIN,N,0.203,0.224,Y,L,40,18-AUG-08,NA
3E8M,1.1,TRANSFERASE,N,0.128,0.141,Y,ABCD,656,20-AUG-08,NA
3E8T,1.3,TRANSPORTPROTEIN,N,0.144,0.182,Y,A,216,20-AUG-08,NA
3E8Y,1.1,TOXIN,N,0.202,0.217,Y,X,30,20-AUG-08,NA
3EA6,0.92,TOXIN,N,NULL,0.122,Y,A,215,24-AUG-08,NA
3EBT,1.3,UNKNOWNFUNCTION,N,0.141,0.162,Y,A,127,28-AUG-08,NA
3EC0,1.2,HYDROLASE,Y,0.159,0.206,Y,AB,198,28-AUG-08,NA
3EDH,1.3,HYDROLASE,N,0.142,0.172,Y,A,193,03-SEP-08,NA
3EDO,1.2,FLAVOPROTEIN,Y,0.137,0.160,Y,AB,293,03-SEP-08,NA
3EF4,1.2,ELECTRONTRANSPORT,N,0.135,0.169,Y,ABC,372,08-SEP-08,NA
3EIN,1.1,TRANSFERASE,N,0.141,0.157,Y,A,207,17-SEP-08,NA
3EO6,0.97,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.124,0.143,Y,AB,202,26-SEP-08,NA
3EOJ,1.3,PHOTOSYNTHESIS,N,0.137,0.161,Y,A,359,27-SEP-08,NA
3EPW,1.3,HYDROLASE,Y,0.165,0.183,Y,AB,652,30-SEP-08,NA
3ERX,1.3,ELECTRONTRANSPORT,N,0.189,0.206,Y,AB,246,03-OCT-08,NA
3ESC,1.2,HYDROLASE,N,NULL,0.194,Y,A,195,05-OCT-08,NA
3ESS,1.2,TRANSFERASETOXIN,Y,0.132,0.154,Y,A,199,06-OCT-08,NA
3ESU,1.3,IMMUNESYSTEM,N,0.216,0.236,Y,NA,218,06-OCT-08,NA
3EUN,1.1,ELECTRONTRANSPORT,N,0.116,NULL,Y,A,81,10-OCT-08,NA
3EUR,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.140,0.170,Y,A,139,10-OCT-08,NA
3EWW,1.1,LYASE,N,0.163,0.187,Y,AB,514,16-OCT-08,NA
3EWY,1.1,LYASE,N,0.134,0.152,Y,A,256,16-OCT-08,NA
3EY2,1,DNA,N,NULL,0.153,Y,AB,18,17-OCT-08,NA
3EY3,1.3,DNA,N,NULL,0.207,Y,ABCD,40,17-OCT-08,NA
3EY6,1.1,ISOMERASE,N,0.136,0.161,Y,A,118,19-OCT-08,NA
3EZG,1.1,CHAPERONE,N,0.116,0.145,Y,A,186,22-OCT-08,NA
3F0D,1.2,LYASE,N,0.186,0.209,Y,ABCDEF,897,24-OCT-08,NA
3F0L,1.3,OXIDOREDUCTASE,N,0.170,0.193,Y,A,243,25-OCT-08,NA
3F1L,0.95,OXIDOREDUCTASE,N,0.171,0.192,Y,AB,489,28-OCT-08,NA
3F1P,1.2,TRANSCRIPTION,N,0.141,0.167,Y,A,225,28-OCT-08,NA
3F2Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.155,0.175,Y,A,148,30-OCT-08,NA
3F40,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.183,0.199,Y,A,105,31-OCT-08,NA
3F7E,1.2,UNKNOWNFUNCTION,N,0.168,0.191,Y,NA,250,08-NOV-08,NA
3F7L,0.99,OXIDOREDUCTASE,N,0.130,0.138,Y,A,151,09-NOV-08,NA
3F7X,1.2,UNKNOWNFUNCTION,N,0.122,0.150,Y,A,127,10-NOV-08,NA
3F8V,1.1,HYDROLASE,N,0.144,0.163,Y,A,164,13-NOV-08,NA
3F9L,1.2,HYDROLASE,N,0.157,0.189,Y,A,162,14-NOV-08,NA
3F9X,1.3,TRANSFERASE,N,0.182,0.207,Y,ABCD,671,14-NOV-08,NA
3FA0,1.1,HYDROLASE,N,0.164,0.188,Y,A,162,14-NOV-08,NA
3FAD,1.2,HYDROLASE,N,0.151,0.174,Y,A,164,17-NOV-08,NA
3FBW,1.2,HYDROLASE,N,0.137,0.167,Y,A,293,20-NOV-08,NA
3FCI,1.3,HYDROLASE,Y,0.176,0.207,Y,A,223,21-NOV-08,NA
3FED,1.3,HYDROLASE,N,0.131,0.147,Y,A,690,28-NOV-08,NA
3FEV,1.3,TOXIN,N,0.216,0.233,Y,ABC,195,01-DEC-08,NA
3FGV,1.3,OXIDOREDUCTASE,N,0.131,0.150,Y,AB,182,08-DEC-08,NA
3FIL,0.88,PROTEINBINDING,N,0.124,0.149,Y,A,111,12-DEC-08,NA
3FK8,1.3,ISOMERASE,N,0.155,0.179,Y,A,130,16-DEC-08,NA
3FL6,1.2,DNA,N,0.159,NULL,Y,AC,26,18-DEC-08,NA
3FM6,1.1,OXIDOREDUCTASE,N,0.100,0.115,Y,A,319,19-DEC-08,NA
3FMU,1,OXIDOREDUCTASE,N,0.112,0.123,Y,A,319,22-DEC-08,NA
3FRH,1.2,TRANSFERASE,N,0.139,0.159,Y,A,241,08-JAN-09,NA
3FSA,0.98,METALBINDINGPROTEIN,N,0.121,0.135,Y,A,122,09-JAN-09,NA
3FT6,1.1,DNA,Y,0.188,0.219,Y,AB,12,12-JAN-09,NA
3FWH,1.2,HYDROLASE,N,0.132,0.162,Y,A,296,18-JAN-09,NA
3FWK,1.2,TRANSFERASE,N,0.162,0.178,Y,A,291,18-JAN-09,NA
3FYM,1,DNABINDINGPROTEIN,N,NULL,0.140,Y,A,82,22-JAN-09,NA
3G0K,1.3,CA-BINDINGPROTEIN,N,0.121,0.143,Y,A,124,28-JAN-09,NA
3G1V,1.3,LYASE,N,0.193,0.211,Y,AB,426,30-JAN-09,NA
3G21,0.9,VIRALPROTEIN,N,0.124,0.142,Y,A,77,30-JAN-09,NA
3G36,1.2,NUCLEARPROTEIN,N,0.197,0.227,Y,ABCD,201,02-FEB-09,NA
3G3K,1.2,MEMBRANEPROTEIN,N,0.147,0.165,Y,AB,509,02-FEB-09,NA
3G46,0.91,OXYGENBINDING,N,0.129,0.156,Y,AB,292,03-FEB-09,NA
3G5S,1.1,TRANSFERASE,Y,0.163,0.178,Y,NA,410,05-FEB-09,NA
3G5T,1.1,TRANSFERASE,N,0.121,0.137,Y,A,293,05-FEB-09,NA
3G7N,1.3,HYDROLASE,N,0.189,0.208,Y,AB,511,10-FEB-09,NA
3G91,1.2,HYDROLASE,N,NULL,0.172,Y,A,260,12-FEB-09,NA
3G9X,0.95,HYDROLASE,N,0.115,0.137,Y,A,294,15-FEB-09,NA
3GA4,1.3,TRANSFERASE,N,0.155,0.187,Y,NA,156,16-FEB-09,NA
3GAH,1.2,TRANSFERASE,N,0.161,0.182,Y,A,186,17-FEB-09,NA
3GGI,0.98,DNA,N,0.120,0.144,Y,A,10,28-FEB-09,NA
3GGK,0.87,DNA,N,0.120,0.134,Y,A,10,28-FEB-09,NA
3GHC,1.3,OXIDOREDUCTASE,N,0.171,0.199,Y,A,186,03-MAR-09,NA
3GHV,1.3,OXIDOREDUCTASE,N,0.160,0.183,Y,A,186,04-MAR-09,NA
3GIU,1.3,HYDROLASE,N,0.118,0.148,Y,AB,419,06-MAR-09,NA
3GLP,1.2,RNA,N,0.148,0.184,Y,ABCDE,40,12-MAR-09,NA
3GMX,1.1,PROTEINBINDING,N,0.126,0.154,Y,BA,308,15-MAR-09,NA
3GNE,1.2,LYASE,N,0.132,0.179,Y,AB,485,17-MAR-09,NA
3GO3,1.1,DNA/ANTIBIOTIC,Y,0.163,0.196,Y,AB,20,18-MAR-09,NA
3GOE,0.97,RECOMBINATIONREPLICATION,N,NULL,0.169,Y,A,80,19-MAR-09,NA
3GRD,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.167,Y,AB,256,25-MAR-09,NA
3GVE,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.154,0.163,Y,AB,656,30-MAR-09,NA
3GVN,1.2,RNA,N,NULL,0.201,Y,A,14,31-MAR-09,NA
3GWK,1.3,VIRALPROTEIN,N,0.148,0.188,Y,CE,195,01-APR-09,NA
3GYI,1,OXIDOREDUCTASE,N,0.126,0.158,Y,A,498,03-APR-09,NA
3GYJ,0.92,OXIDOREDUCTASE,N,0.125,0.151,Y,A,498,03-APR-09,NA
3GYL,1.3,HYDROLASE,Y,0.154,0.178,Y,B,212,03-APR-09,NA
3H31,1,ELECTRONTRANSPORT,N,0.104,0.144,Y,A,74,15-APR-09,NA
3H4T,1.1,TRANSFERASE,N,0.170,0.182,Y,A,390,20-APR-09,NA
3H4X,1.2,HYDROLASE,N,0.174,0.190,Y,A,315,21-APR-09,NA
3H5J,1.2,LYASE,N,NULL,0.175,Y,AB,335,22-APR-09,NA
3H74,1.3,TRANSFERASE,N,0.194,0.202,Y,A,274,24-APR-09,NA
3H7U,1.3,OXIDOREDUCTASE,N,0.132,0.156,Y,A,312,28-APR-09,NA
3HAU,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.180,0.215,Y,AB,188,02-MAY-09,NA
3HAW,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.187,0.223,Y,AB,188,02-MAY-09,NA
3HD1,1.3,TRANSFERASE,Y,0.168,0.220,Y,NA,158,06-MAY-09,NA
3HD2,1.1,TRANSFERASE,Y,0.160,0.188,Y,NA,158,06-MAY-09,NA
3HFO,1.3,RNABINDINGPROTEIN,N,0.154,0.200,Y,ABC,197,12-MAY-09,NA
3HGA,1.3,RNA,N,0.194,0.243,Y,X,5,13-MAY-09,NA
3HGP,0.94,HYDROLASE,Y,NULL,0.128,Y,A,229,14-MAY-09,NA
3HH4,1.3,HYDROLASE,N,0.168,0.192,Y,A,164,14-MAY-09,NA
3HHA,1.3,HYDROLASE,Y,0.118,0.152,Y,ABCD,869,15-MAY-09,NA
3HHT,1.2,LYASE,N,0.128,0.144,Y,A,427,17-MAY-09,NA
3HLX,1.3,OXIDOREDUCTASE,Y,0.165,0.198,Y,AD,508,28-MAY-09,NA
3HM4,1.3,HYDROLASE,N,0.139,0.165,Y,AB,291,28-MAY-09,NA
3HNY,1.1,BLOODCLOTTING,N,0.184,0.201,Y,M,156,01-JUN-09,NA
3HSG,1.1,TRANSFERASE,Y,0.147,0.177,Y,A,158,10-JUN-09,NA
3HSJ,1.2,TRANSFERASE,N,0.172,0.203,Y,A,158,10-JUN-09,NA
3HT1,1.2,LYASE,N,0.130,0.170,Y,A,142,11-JUN-09,NA
3HTG,1.3,HYDROLASE,Y,0.165,0.181,Y,A,162,11-JUN-09,NA
3HWU,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.140,Y,A,139,18-JUN-09,NA
3HYD,1,PROTEINFIBRIL,N,0.149,0.180,Y,A,7,22-JUN-09,NA
3HYN,1.2,SIGNALINGPROTEIN,N,0.118,0.139,Y,A,180,22-JUN-09,NA
3HZA,1.2,HYDROLASE,N,NULL,0.159,Y,A,162,23-JUN-09,NA
3I06,1.1,HYDROLASE,N,0.120,0.142,Y,A,215,24-JUN-09,NA
3I2V,1.3,TRANSFERASE,N,0.161,0.204,Y,A,123,29-JUN-09,NA
3I2Z,1.1,GENEREGULATION,N,0.205,0.234,Y,NA,138,30-JUN-09,NA
3I33,1.3,CHAPERONE,N,0.184,0.199,Y,A,380,30-JUN-09,NA
3I5E,0.98,DNA,N,0.110,0.144,Y,A,10,05-JUL-09,NA
3I5L,1.2,DNA,N,0.103,0.138,Y,AB,18,05-JUL-09,NA
3I6C,1.3,ISOMERASE,N,NULL,0.214,Y,NA,226,06-JUL-09,NA
3I94,1,OXIDOREDUCTASE,Y,NULL,0.148,Y,A,243,10-JUL-09,NA
3IA9,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.179,0.208,Y,AB,188,13-JUL-09,NA
3IB4,1.3,IMMUNESYSTEM,N,0.159,0.181,Y,A,99,15-JUL-09,NA
3ICH,1.2,ISOMERASE,N,0.144,0.162,Y,A,180,17-JUL-09,NA
3IFI,1.2,DNA,N,0.203,0.221,Y,A,7,24-JUL-09,NA
3IHS,1.1,TRANSPORTPROTEIN,N,0.157,0.185,Y,AB,161,30-JUL-09,NA
3IJK,1.3,DNA,N,NULL,0.219,Y,A,6,04-AUG-09,NA
3IKW,1.3,LYASE,N,0.188,0.210,Y,A,373,06-AUG-09,NA
3ILO,1.1,TRANSFERASE,Y,0.143,0.160,Y,NA,158,07-AUG-09,NA
3IP0,0.89,TRANSFERASE,Y,0.128,0.128,Y,NA,158,15-AUG-09,NA
3IPC,1.3,TRANSPORTPROTEIN,Y,0.159,0.186,Y,A,348,17-AUG-09,NA
3IPJ,1.2,TRANSFERASE,N,0.135,0.170,Y,AB,190,17-AUG-09,NA
3IPN,1.2,STRUCTURALPROTEIN,N,0.187,0.258,Y,ABCDEF,36,18-AUG-09,NA
3IQU,1.1,PROTEINBINDINGSIGNALINGPROTEIN,Y,0.130,0.151,Y,A,240,21-AUG-09,NA
3IR4,1.2,OXIDOREDUCTASE,N,0.118,0.144,Y,A,211,21-AUG-09,NA
3IUT,1.2,HYDROLASE,Y,0.128,0.153,Y,A,215,31-AUG-09,NA
3IVV,1.3,LIGASE,Y,0.180,0.199,Y,A,150,01-SEP-09,NA
3JQ0,1.1,SUGARBINDINGPROTEIN,N,0.118,0.137,Y,A,463,04-SEP-09,NA
3JQL,1.2,HYDROLASE,Y,0.187,0.193,Y,A,125,07-SEP-09,NA
3JTM,1.3,OXIDOREDUCTASE,N,0.154,0.178,Y,A,351,13-SEP-09,NA
3JTZ,1.3,DNABINDINGPROTEIN,N,0.214,0.239,Y,A,77,14-SEP-09,NA
3JU4,0.98,HYDROLASE,N,NULL,0.133,Y,A,670,14-SEP-09,NA
3JUC,1.2,TRANSFERASE,Y,0.119,0.148,Y,A,149,15-SEP-09,NA
3JUD,0.98,TRANSFERASE,N,0.155,0.180,Y,A,145,15-SEP-09,NA
3JVL,1.2,SIGNALINGPROTEIN,N,0.117,0.145,Y,A,116,17-SEP-09,NA
3JXR,1.3,RNA,N,0.220,0.276,Y,ABK,15,21-SEP-09,NA
3JYO,1,OXIDOREDUCTASE,Y,0.165,0.194,Y,A,282,22-SEP-09,NA
3K21,1.1,TRANSFERASE,N,0.152,0.186,Y,A,178,29-SEP-09,NA
3K34,0.9,LYASE/LYASEINHIBITOR,N,0.141,0.160,Y,A,258,01-OCT-09,NA
3K67,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.147,0.166,Y,AB,312,08-OCT-09,NA
3K6I,1.1,CELLADHESION,N,0.143,0.158,Y,A,99,08-OCT-09,NA
3K6Y,1.3,HYDROLASE,N,0.166,0.199,Y,A,227,10-OCT-09,NA
3KAN,1.1,CYTOKINE/INHIBITOR,N,0.112,0.129,Y,ABC,351,19-OCT-09,NA
3KBE,1.1,OXIDOREDUCTASE,N,0.155,0.172,Y,A,140,20-OCT-09,NA
3KEV,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.156,0.178,Y,A,182,26-OCT-09,NA
3KFA,1.2,TRANSFERASE,N,0.187,0.201,Y,AB,568,27-OCT-09,NA
3KFF,0.96,TRANSPORTPROTEIN,Y,NULL,0.164,Y,A,152,27-OCT-09,NA
3KHF,1.2,TRANSFERASE,N,0.157,0.171,Y,AB,193,30-OCT-09,NA
3KKF,1.3,OXIDOREDUCTASE,N,0.136,0.167,Y,A,100,05-NOV-09,NA
3KKQ,1.2,SIGNALINGPROTEIN,Y,0.177,0.192,Y,A,170,06-NOV-09,NA
3KUO,1.3,OXIDOREDUCTASE,N,0.178,0.201,Y,AB,274,27-NOV-09,NA
3KWD,1.1,LYASEPROTEINBINDINGPHOTOSYNTHESIS,N,0.133,0.148,Y,A,166,01-DEC-09,NA
3KZD,1.3,SIGNALINGPROTEIN,N,0.199,0.224,Y,A,85,08-DEC-09,NA
3L1E,1.1,CHAPERONE,N,0.166,0.193,Y,A,105,11-DEC-09,NA
3L1N,1.3,LIPIDBINDINGPROTEIN,Y,0.182,0.198,Y,A,152,14-DEC-09,NA
3L5L,1,OXIDOREDUCTASE,N,0.130,0.148,Y,A,359,22-DEC-09,NA
3L65,1.2,OXIDOREDUCTASE,N,0.127,0.149,Y,A,361,23-DEC-09,NA
3L8L,1.3,ANTIBIOTIC,Y,0.164,NULL,Y,AC,32,31-DEC-09,NA
3L8W,1,OXIDOREDUCTASE,Y,0.145,0.144,Y,A,295,04-JAN-10,NA
3L9A,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.155,Y,X,80,04-JAN-10,NA
3LA1,1.3,FLUORESCENTPROTEIN,N,0.129,0.159,Y,A,235,06-JAN-10,NA
3LAG,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.187,0.221,Y,AB,185,06-JAN-10,NA
3LB2,1.1,OXIDOREDUCTASE,N,0.169,0.183,Y,AB,274,07-JAN-10,NA
3LEP,0.99,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR15-JAN-10,Y,0.110,0.130,Y,A,314,3LEP,NA
3LEZ,1.3,HYDROLASE,N,0.155,0.174,Y,A,260,15-JAN-10,NA
3LF3,1.1,FLUORESCENTPROTEIN,N,0.150,0.177,Y,A,218,15-JAN-10,NA
3LF5,1.3,OXIDOREDUCTASE,N,NULL,0.173,Y,AB,174,15-JAN-10,NA
3LHS,1.3,TRANSPORTPROTEIN,Y,0.155,0.186,Y,A,291,23-JAN-10,NA
3LL1,0.97,SUGARBINDINGPROTEIN,N,0.152,0.165,Y,A,120,28-JAN-10,NA
3LL2,0.97,SUGARBINDINGPROTEIN,Y,0.144,0.155,Y,A,121,28-JAN-10,NA
3LLF,1.3,LYASE,N,0.234,0.258,Y,AB,434,29-JAN-10,NA
3LN3,1.2,OXIDOREDUCTASE,N,0.132,0.156,Y,A,287,01-FEB-10,NA
3LNY,1.3,SIGNALINGPROTEIN/SIGNALINGPROTEIN,Y,0.164,0.189,Y,A,100,03-FEB-10,NA
3LO8,1.1,OXIDOREDUCTASE,N,0.125,0.155,Y,A,302,03-FEB-10,NA
3LQB,1.1,HYDROLASE,N,0.169,0.187,Y,A,198,08-FEB-10,NA
3LQW,1.3,HYDROLASE,N,0.133,0.155,Y,A,129,10-FEB-10,NA
3LTR,1.3,DNA,N,0.203,0.222,Y,A,6,16-FEB-10,NA
3LVC,1.1,FLUORESCENTPROTEIN,N,0.139,0.156,Y,AB,452,19-FEB-10,NA
3LWX,1.1,OXIDOREDUCTASE,N,0.117,0.138,Y,NA,196,24-FEB-10,NA
3LYE,1.3,HYDROLASE,N,NULL,0.166,Y,A,285,26-FEB-10,NA
3LZ3,1,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR01-MAR-10,Y,0.106,0.122,Y,A,313,3LZ3,NA
3M0U,1.1,SIGNALINGPROTEIN,N,0.158,0.168,Y,A,58,03-MAR-10,NA
3M0Z,1.2,LYASE,N,0.128,0.155,Y,ABCD,964,03-MAR-10,NA
3M1X,1.2,UNKNOWNFUNCTION,N,0.107,0.131,Y,A,125,05-MAR-10,NA
3M3P,1.3,TRANSFERASE,N,0.125,0.155,Y,A,239,09-MAR-10,NA
3M43,1.3,LYASE,N,0.210,0.229,Y,AB,415,10-MAR-10,NA
3M47,1.2,LYASE,N,0.228,0.247,Y,AB,419,10-MAR-10,NA
3M4H,0.94,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR11-MAR-10,Y,0.103,0.122,Y,A,316,3M4H,NA
3M5L,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.150,0.168,Y,A,198,12-MAR-10,NA
3M5Q,0.93,OXIDOREDUCTASE,N,0.124,0.134,Y,A,357,12-MAR-10,NA
3M6W,1.3,TRANSFERASE,N,0.178,0.191,Y,A,459,16-MAR-10,NA
3M71,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.142,0.160,Y,A,308,16-MAR-10,NA
3M73,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.142,0.155,Y,A,313,16-MAR-10,NA
3M7A,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.119,0.148,Y,AB,270,16-MAR-10,NA
3M7U,1.1,HYDROLASE,N,0.141,0.164,Y,A,202,17-MAR-10,NA
3M9J,1.1,OXIDOREDUCTASE,N,0.145,0.172,Y,AB,210,22-MAR-10,NA
3M9Q,1.3,DNABINDINGPROTEIN,N,0.171,0.192,Y,AB,176,22-MAR-10,NA
3MBS,1.3,PEPTIDENUCLEICACID,N,NULL,0.220,Y,ABCD,2,26-MAR-10,NA
3MBU,1.1,PEPTIDENUCLEICACID,N,NULL,0.169,Y,ABCD,4,26-MAR-10,NA
3MCW,1.1,HYDROLASE,N,0.132,0.151,Y,AB,381,29-MAR-10,NA
3MD4,1.1,MEMBRANEPROTEIN,N,0.150,0.169,Y,AB,12,29-MAR-10,NA
