PDB,RES
6Q5G,2
6Q5H,1.2
6Q5I,1.76
6Q5J,1.69
6Q5K,1.65
6Q5L,1.41
6Q5M,1.5
6Q5N,2
6Q5O,1
6Q5P,1.44
6Q5Q,1.08
6Q5R,1.61
6Q5S,1.89
6Q5T,2.54
6Q5V,2.747
6Q60,1.55
6Q61,1.3
6Q62,1.5
6Q63,2.44
6Q64,2.4
6Q68,3.161
6Q6B,1.9
6Q6F,3.3
6Q6J,1.985
6Q6K,1.92
6Q6L,1.81
6Q6M,2.35
6Q6N,1.63
6Q6O,2.3
6Q6P,3
6Q6Q,3.1
6Q6R,1.5
6Q6T,0.94
6Q6U,1.81
6Q6V,1.22
6Q6W,1.438
6Q6X,1.525
6Q6Z,3.476
6Q70,2.05
6Q71,1.92
6Q72,3
6Q73,2.21
6Q74,2.48
6Q75,1.75
6Q76,1.9
6Q77,2.002
6Q78,1.5
6Q79,2.009
6Q7A,2.2
6Q7B,1.009
6Q7C,1.049
6Q7D,0.978
6Q7E,1.059
6Q7F,1.204
6Q7G,1.047
6Q7H,2.3
6Q7I,1.48
6Q7J,2.14
6Q7K,1.84
6Q7N,2.02
6Q7O,2
6Q7Q,1.9
6Q7R,1.5
6Q7S,1.73
6Q7T,1.6
6Q7U,3.14
6Q7W,2.82
6Q82,2.994
6Q83,4.53
6Q85,1.99
6Q86,2.008
6Q87,2.541
6Q88,1.74
6Q89,2.21
6Q8A,2.11
6Q8B,2.2
6Q8C,2.31
6Q8D,1.63
6Q8E,1.5
6Q8F,1.9
6Q8G,1.19
6Q8H,1.707
6Q8J,1.8
6Q8K,2.29
6Q8M,1.42
6Q8P,3
6Q8Q,2
6Q8R,1.7
6Q8S,1.8
6Q8T,1.74
6Q8U,1.99
6Q94,2.8
6Q96,1.8
6Q99,2.951
6Q9C,1.78
6Q9F,1.63
6Q9G,2.1
6Q9H,2
6Q9I,1.852
6Q9J,1.83
6Q9K,1.99
6Q9L,1.13
6Q9M,2.453
6Q9N,2.5
6Q9O,1.21
6Q9P,1.66
6Q9Q,2.1
6Q9S,2.4
6Q9T,2.68
6Q9U,2.4
6Q9V,1.85
6Q9Y,1.2
6Q9Z,3.8
6QA0,1.709
6QA1,1.58
6QA3,1.57
6QA4,1.6
6QA5,2.655
6QA6,2.4
6QA7,2.36
6QA8,2.35
6QAA,1.897
6QAB,2.49
6QAC,2.771
6QAD,2.497
6QAE,2.487
6QAF,1.61
6QAG,2.07
6QAH,1.58
6QAI,1.66
6QAJ,2.901
6QAL,1.57
6QAO,2.89
6QAP,2.3
6QAQ,1.58
6QAR,1.85
6QAS,1.75
6QAT,2.77
6QAU,2.48
6QAV,2.05
6QAW,1.84
6QAZ,1.02
6QB2,2.5
6QB4,2.38
6QB5,2.02
6QB7,2.23
6QBB,1.52
6QBC,1.56
6QBD,1.95
6QBE,2
6QBF,3.499
6QBN,2.4
6QBO,2.75
6QBP,2.4
6QBQ,2.35
6QBR,2.15
6QBS,1.7
6QC0,3.5
6QCB,1.55
6QCD,1.84
6QCE,1.9
6QCG,3.4
6QCH,2.1
6QCJ,2.01
6QCK,1.68
6QCL,1.6
6QCN,2.23
6QCU,1.56
6QCV,3.24
6QD5,2.398
6QD6,2.84
